Strength Winning Deck,Strong Cards Power Winning Deck,Strongest Cards Power Winning Deck,Amount of Strong Cards Winning Deck,Amount of Strongest Cards Winning Deck,Count of plays
221,182,101,17,8,104
201,150,99,14,8,185
225,165,128,14,10,194
217,172,125,15,10,119
214,162,126,14,10,721
231,187,125,17,10,458
183,121,86,11,7,383
218,149,113,13,9,139
204,153,90,14,7,369
225,176,113,16,9,227
203,154,89,14,7,257
197,143,78,13,6,213
204,144,97,13,8,278
201,149,87,14,7,157
199,135,90,12,7,639
206,148,112,13,9,664
215,160,105,14,8,49
215,167,113,15,9,696
205,156,102,14,8,73
233,201,139,18,11,83
213,166,101,15,8,135
209,161,99,15,8,377
206,152,87,14,7,885
197,138,76,13,6,151
223,170,126,15,10,68
212,163,88,15,7,312
212,164,109,15,9,152
217,174,114,16,9,82
212,157,76,15,6,214
212,170,89,16,7,853
203,145,99,13,8,107
239,201,136,18,11,123
226,178,113,16,9,291
211,175,114,16,9,113
213,168,113,15,9,955
219,165,128,14,10,114
220,183,111,17,9,342
207,149,76,14,6,174
206,133,79,12,6,668
192,123,88,11,7,1106
204,144,93,13,7,100
201,130,85,12,7,168
213,156,103,14,8,249
206,150,97,14,8,139
212,162,89,15,7,288
208,141,78,13,6,133
194,135,64,13,5,139
229,182,136,16,11,227
225,180,136,16,11,174
198,146,74,14,6,573
220,170,125,15,10,700
212,163,99,15,8,177
222,169,125,15,10,572
191,131,97,12,8,420
184,118,66,11,5,132
195,136,99,12,8,199
217,168,113,15,9,448
201,139,85,13,7,182
204,148,114,13,9,154
227,175,102,16,8,239
189,113,66,10,5,169
233,187,124,17,10,162
205,156,112,14,9,238
217,155,127,13,10,267
213,166,103,15,8,295
211,157,102,14,8,202
209,159,105,14,8,345
217,167,103,15,8,143
205,152,87,14,7,156
221,174,137,15,11,242
220,153,116,13,9,80
221,188,99,18,8,195
203,158,88,15,7,798
202,147,104,13,8,129
202,153,100,14,8,222
215,165,102,15,8,484
214,160,116,14,9,85
190,132,52,13,4,155
182,116,90,10,7,406
232,207,137,19,11,133
205,161,111,15,9,650
229,169,126,15,10,88
244,202,148,18,12,159
205,149,86,14,7,332
224,182,139,16,11,421
223,177,113,16,9,120
229,176,114,16,9,140
202,147,102,13,8,109
224,173,128,15,10,409
226,175,123,16,10,225
201,145,102,13,8,334
217,162,117,14,9,175
213,147,110,13,9,117
201,134,90,12,7,214
218,172,116,15,9,253
203,154,92,14,7,553
224,176,113,16,9,1071
223,174,108,16,9,316
217,161,116,14,9,176
201,142,88,13,7,193
197,142,96,13,8,212
208,147,101,13,8,537
215,154,99,14,8,100
224,185,140,16,11,264
199,135,90,12,7,307
200,139,103,12,8,491
227,196,138,17,11,742
222,174,126,15,10,208
222,183,102,17,8,233
207,147,111,13,9,178
211,161,97,15,8,493
196,147,76,14,6,1477
197,136,91,12,7,136
218,175,138,15,11,58
230,180,136,16,11,810
198,128,75,12,6,142
218,176,124,16,10,150
206,151,109,14,9,153
238,204,139,18,11,111
206,154,90,14,7,327
206,159,86,15,7,226
204,150,97,14,8,199
188,122,74,11,6,495
206,154,102,14,8,400
206,159,115,14,9,186
210,172,101,16,8,89
235,183,129,16,10,82
206,148,101,13,8,171
214,164,127,14,10,108
219,173,102,16,8,447
203,142,89,13,7,252
208,160,97,15,8,232
223,182,102,17,8,222
194,139,85,13,7,219
232,186,113,17,9,143
217,168,113,15,9,234
196,134,90,12,7,678
227,178,125,16,10,495
210,165,111,15,9,806
214,169,115,15,9,133
227,187,124,17,10,376
226,176,138,15,11,141
202,147,92,13,7,499
200,145,99,13,8,148
217,173,111,16,9,190
231,187,124,17,10,380
207,143,90,13,7,139
207,142,88,13,7,119
235,192,128,17,10,60
209,156,103,14,8,116
220,156,129,13,10,130
235,193,141,17,11,49
209,160,108,15,9,162
210,146,101,13,8,629
224,173,116,15,9,140
213,154,102,14,8,128
226,183,128,16,10,298
222,170,115,15,9,118
196,139,77,13,6,283
209,150,102,13,8,111
223,177,104,16,8,180
202,136,90,12,7,146
217,171,124,15,10,218
210,151,88,14,7,352
208,147,112,13,9,156
193,134,78,12,6,121
216,159,113,14,9,147
215,172,110,16,9,534
223,171,125,15,10,449
199,148,84,14,7,585
234,190,151,16,12,191
209,161,99,15,8,186
191,131,88,12,7,267
204,145,90,13,7,117
209,161,101,15,8,167
217,164,101,15,8,343
227,188,125,17,10,132
203,134,91,12,7,421
200,134,88,12,7,267
194,139,87,13,7,514
189,117,63,11,5,574
202,142,89,13,7,365
223,176,122,16,10,562
197,126,100,11,8,449
207,151,115,13,9,243
208,154,111,14,9,149
217,170,114,15,9,67
220,178,124,16,10,65
188,135,62,13,5,293
190,129,66,12,5,405
199,152,100,14,8,155
216,166,103,15,8,467
211,151,98,14,8,280
193,148,75,14,6,430
201,136,90,12,7,257
211,157,112,14,9,1090
211,157,78,15,6,82
228,195,123,18,10,265
205,160,115,14,9,119
203,151,89,14,7,152
216,160,87,15,7,178
229,182,138,16,11,137
220,166,130,14,10,61
224,178,126,16,10,102
213,166,113,15,9,818
230,193,139,17,11,76
228,174,129,15,10,76
196,138,86,13,7,173
208,150,102,13,8,376
221,152,125,13,10,212
189,137,77,13,6,298
210,153,92,14,7,287
202,149,86,14,7,180
241,210,150,19,12,106
241,201,148,18,12,549
205,154,109,14,9,183
211,151,89,14,7,200
197,143,89,13,7,233
201,135,92,12,7,633
217,156,103,14,8,215
201,132,88,12,7,173
227,175,129,15,10,347
208,158,123,14,10,397
211,161,114,14,9,214
236,194,152,17,12,103
216,165,113,15,9,107
212,160,116,14,9,336
226,185,113,17,9,146
194,141,98,13,8,1204
207,155,91,14,7,322
198,138,100,12,8,645
199,148,78,14,6,109
211,157,110,14,9,265
225,177,115,16,9,109
193,125,89,11,7,162
231,186,124,17,10,87
210,152,101,14,8,241
192,131,78,12,6,118
195,138,101,12,8,462
216,153,117,13,9,108
215,160,115,14,9,88
209,161,78,15,6,361
186,131,87,12,7,126
221,161,124,14,10,71
220,177,124,16,10,368
198,141,78,13,6,215
203,140,111,12,9,304
208,147,102,13,8,175
231,190,134,17,11,135
205,149,112,13,9,231
205,156,100,14,8,774
205,150,79,14,6,359
204,147,101,13,8,163
220,173,101,16,8,430
197,139,86,13,7,141
177,108,46,11,4,322
226,180,124,16,10,165
193,138,87,13,7,664
214,148,104,13,8,133
224,170,126,15,10,158
191,132,97,12,8,223
231,173,127,15,10,165
209,160,134,14,11,681
194,136,85,13,7,573
181,118,64,11,5,143
216,173,111,16,9,179
210,139,129,11,10,77
207,155,103,14,8,96
201,151,88,14,7,357
206,158,113,14,9,177
214,162,100,15,8,253
205,141,77,13,6,213
222,174,111,16,9,434
201,152,99,14,8,99
214,162,99,15,8,346
239,176,141,15,11,611
221,179,152,15,12,56
238,207,137,19,11,73
220,168,115,15,9,118
237,198,164,17,13,64
217,171,110,16,9,372
205,154,102,14,8,102
224,169,115,15,9,438
212,166,110,15,9,89
200,137,101,12,8,527
202,135,99,12,8,269
231,189,125,17,10,487
208,156,104,14,8,350
178,109,66,10,5,606
208,153,127,13,10,129
207,150,103,13,8,265
195,123,79,11,6,206
212,160,114,14,9,93
189,113,87,10,7,171
212,175,113,16,9,252
240,210,138,19,11,132
210,149,112,13,9,764
214,163,111,15,9,156
217,161,98,15,8,393
228,186,113,17,9,701
227,186,150,16,12,56
228,168,141,14,11,60
226,168,96,16,8,185
187,139,112,12,9,421
188,130,76,12,6,204
205,158,113,14,9,126
202,158,75,15,6,234
218,158,110,14,9,202
226,180,125,16,10,301
231,184,138,16,11,314
202,142,87,13,7,660
233,188,124,17,10,369
235,190,127,17,10,243
208,147,101,13,8,213
218,161,113,14,9,600
216,167,77,16,6,295
228,170,151,14,12,501
200,137,111,12,9,795
200,145,74,14,6,97
212,152,98,14,8,293
213,166,103,15,8,580
233,194,104,18,8,725
226,165,130,14,10,49
203,140,103,12,8,306
223,177,113,16,9,77
191,122,76,11,6,334
196,131,75,12,6,228
191,132,78,12,6,141
231,195,140,17,11,297
201,143,102,13,8,703
214,172,111,16,9,608
208,147,90,13,7,490
217,166,139,14,11,201
214,169,125,15,10,676
216,165,102,15,8,196
214,166,112,15,9,173
216,163,117,14,9,91
200,144,77,13,6,166
214,159,115,14,9,501
242,205,150,18,12,51
225,187,134,17,11,285
229,185,104,17,8,172
209,161,99,15,8,318
219,179,133,16,11,213
204,146,111,13,9,485
218,160,99,15,8,170
218,162,117,14,9,75
220,173,111,16,9,661
179,119,75,11,6,146
216,169,113,15,9,192
199,145,101,13,8,90
201,153,128,13,10,79
213,164,112,15,9,319
198,133,87,12,7,265
224,173,111,16,9,175
186,112,76,10,6,136
195,137,75,13,6,131
231,195,125,18,10,236
207,149,96,14,8,315
208,166,102,15,8,238
208,147,129,12,10,97
210,161,99,15,8,97
222,161,135,14,11,185
198,140,87,13,7,317
222,190,101,18,8,287
230,177,150,15,12,164
207,151,105,13,8,154
232,183,139,16,11,49
210,146,101,13,8,377
223,171,126,15,10,70
200,140,88,13,7,466
225,182,128,16,10,132
203,143,86,13,7,276
205,157,88,15,7,210
199,140,75,13,6,247
204,148,110,13,9,277
198,137,65,13,5,248
210,146,102,13,8,84
195,150,88,14,7,138
194,139,77,13,6,382
220,170,116,15,9,183
223,170,115,15,9,95
205,159,114,14,9,380
187,128,74,12,6,291
206,164,100,15,8,127
226,175,128,15,10,180
217,169,103,15,8,134
232,199,152,17,12,93
186,123,89,11,7,119
205,141,106,12,8,103
223,178,126,16,10,382
207,154,111,14,9,524
201,161,72,16,6,215
197,126,89,11,7,413
214,166,112,15,9,166
205,148,101,13,8,174
222,171,127,15,10,124
197,141,89,13,7,142
218,162,136,14,11,112
213,173,100,16,8,654
190,123,77,11,6,280
200,143,98,13,8,269
250,221,137,20,11,671
215,162,116,14,9,86
212,166,113,15,9,176
201,144,79,13,6,773
197,151,87,14,7,553
196,135,98,12,8,183
205,141,89,13,7,108
210,162,91,15,7,101
212,170,135,15,11,1158
212,164,102,15,8,292
217,166,112,15,9,673
245,213,150,19,12,259
215,170,115,15,9,205
218,167,114,15,9,213
202,145,99,13,8,179
212,155,102,14,8,215
209,157,100,14,8,425
204,140,86,13,7,101
205,150,87,14,7,455
200,131,73,12,6,611
208,155,110,14,9,269
211,144,91,13,7,103
217,165,112,15,9,218
228,184,138,16,11,273
227,187,116,17,9,110
191,132,52,13,4,250
198,145,101,13,8,310
216,170,90,16,7,136
209,164,109,15,9,413
187,119,65,11,5,165
216,167,105,15,8,122
195,122,76,11,6,384
234,182,126,16,10,374
226,178,125,16,10,291
231,176,139,15,11,744
205,148,103,13,8,106
181,121,48,12,4,214
229,180,117,16,9,136
230,168,139,14,11,96
224,188,109,18,9,385
208,143,114,12,9,186
188,127,90,11,7,372
215,156,109,14,9,274
222,163,127,14,10,319
211,152,102,14,8,141
196,156,85,15,7,662
235,192,138,17,11,54
204,150,96,14,8,428
189,137,74,13,6,495
206,153,100,14,8,217
209,144,101,13,8,173
198,152,89,14,7,321
203,148,84,14,7,225
184,117,65,11,5,104
216,173,113,16,9,73
213,174,112,16,9,804
210,159,112,14,9,192
217,168,113,15,9,154
223,176,101,16,8,566
211,152,107,13,8,110
223,176,114,16,9,231
208,156,104,14,8,210
205,154,100,14,8,127
216,162,115,14,9,318
219,171,126,15,10,164
226,181,137,16,11,133
225,175,123,16,10,119
235,187,117,17,9,94
208,159,78,15,6,155
199,141,77,13,6,608
192,132,89,12,7,1088
191,132,52,13,4,200
192,128,85,12,7,146
208,169,96,16,8,135
214,170,126,15,10,78
183,122,76,11,6,166
216,157,123,14,10,244
215,159,112,14,9,60
227,174,129,15,10,92
194,130,75,12,6,290
198,139,76,13,6,331
216,170,116,15,9,72
213,158,104,14,8,170
206,158,96,15,8,824
204,144,90,13,7,109
218,157,101,14,8,172
208,147,87,14,7,592
210,153,100,14,8,326
199,143,79,13,6,88
189,131,87,12,7,108
210,156,112,14,9,388
224,174,103,16,8,99
229,165,136,14,11,271
225,182,135,16,11,298
244,212,137,19,11,746
201,149,88,14,7,246
210,152,115,13,9,175
197,138,73,13,6,533
209,176,124,16,10,152
200,141,97,13,8,381
216,148,112,13,9,250
215,170,115,15,9,213
231,177,123,16,10,149
211,157,139,13,11,122
211,152,87,14,7,171
225,183,123,17,10,234
222,172,126,15,10,134
218,170,125,15,10,452
200,141,86,13,7,159
238,186,148,16,12,148
231,185,129,16,10,48
208,145,101,13,8,182
196,135,100,12,8,134
206,158,77,15,6,192
213,157,101,14,8,371
218,186,115,17,9,135
218,178,116,16,9,107
229,182,127,16,10,91
225,182,127,16,10,431
204,146,112,13,9,348
185,125,98,11,8,478
207,156,87,15,7,306
229,183,136,16,11,100
224,178,114,16,9,74
210,142,114,12,9,318
216,173,110,16,9,144
199,145,91,13,7,220
218,175,102,16,8,128
204,158,103,14,8,528
225,189,126,17,10,607
208,147,100,13,8,297
203,139,86,13,7,481
214,167,114,15,9,132
214,155,103,14,8,136
235,199,127,18,10,149
222,179,115,16,9,105
213,181,101,17,8,187
233,179,152,15,12,224
191,143,76,13,6,241
222,170,125,15,10,133
230,183,112,17,9,99
207,150,102,13,8,150
221,169,142,14,11,61
207,153,126,13,10,211
229,188,126,17,10,76
223,173,129,15,10,68
217,170,115,15,9,111
215,161,98,15,8,758
221,166,112,15,9,395
198,140,76,13,6,238
213,172,109,16,9,167
218,177,121,16,10,411
231,182,137,16,11,114
192,131,85,12,7,1160
210,147,101,13,8,338
200,148,88,14,7,496
200,147,87,14,7,127
200,147,113,13,9,417
215,165,90,15,7,156
217,160,103,14,8,201
205,154,101,14,8,162
186,119,63,11,5,525
214,154,117,13,9,74
203,139,85,13,7,680
209,174,111,16,9,639
217,162,128,14,10,529
206,146,110,13,9,353
211,148,104,13,8,66
217,178,125,16,10,155
204,151,98,14,8,684
187,126,73,12,6,391
204,162,101,15,8,301
201,138,101,12,8,558
203,159,117,14,9,693
214,160,99,15,8,307
188,125,77,11,6,96
227,184,124,17,10,165
203,132,103,11,8,216
219,169,124,15,10,779
213,163,128,14,10,98
212,158,123,14,10,326
225,180,127,16,10,219
212,169,115,15,9,142
215,168,104,15,8,234
224,169,114,15,9,306
214,157,102,14,8,142
181,99,72,9,6,165
210,141,104,12,8,169
217,166,113,15,9,874
205,152,90,14,7,225
214,158,102,14,8,266
201,134,91,12,7,134
217,170,126,15,10,89
214,168,115,15,9,1034
205,139,93,12,7,184
214,158,97,15,8,491
185,119,84,11,7,911
191,139,78,13,6,243
208,145,89,13,7,186
217,163,136,14,11,162
206,147,92,13,7,159
214,157,103,14,8,208
214,167,114,15,9,442
224,173,127,15,10,66
229,170,123,15,10,279
187,122,86,11,7,568
207,146,100,13,8,1186
195,136,100,12,8,113
213,170,88,16,7,120
210,159,88,15,7,530
204,151,87,14,7,235
193,144,90,13,7,310
230,192,127,17,10,77
216,170,116,15,9,244
199,138,111,12,9,159
208,161,99,15,8,465
206,149,103,13,8,98
208,145,90,13,7,240
197,138,100,12,8,373
189,137,74,13,6,756
235,213,149,19,12,133
236,193,130,17,10,85
201,136,74,13,6,595
217,154,89,14,7,181
191,111,101,9,8,239
229,174,126,15,10,99
213,160,124,14,10,155
201,144,98,13,8,1361
223,169,142,14,11,71
243,210,140,19,11,60
208,162,87,15,7,567
215,171,127,15,10,118
190,130,95,12,8,190
220,169,125,15,10,354
210,154,109,14,9,192
223,175,102,16,8,295
200,148,103,13,8,114
221,180,126,16,10,75
224,181,124,16,10,58
199,131,98,12,8,182
222,174,128,15,10,118
210,153,115,13,9,81
220,163,119,14,9,84
238,211,138,19,11,494
217,164,99,15,8,287
234,185,141,16,11,219
197,140,97,13,8,481
182,111,75,10,6,186
202,150,87,14,7,391
213,159,103,14,8,382
200,137,102,12,8,259
202,145,109,13,9,195
232,203,159,18,13,92
223,166,129,14,10,95
196,143,87,13,7,595
192,139,86,13,7,162
237,197,126,18,10,87
195,128,75,12,6,274
202,144,88,13,7,132
214,173,102,16,8,106
208,156,101,14,8,394
215,173,127,15,10,770
215,180,100,17,8,209
212,165,103,15,8,580
222,168,114,15,9,78
224,176,114,16,9,187
208,144,109,13,9,383
228,182,136,16,11,127
199,149,85,14,7,354
209,155,110,14,9,133
213,163,100,15,8,107
225,181,126,16,10,277
228,197,126,18,10,382
215,167,114,15,9,167
218,170,98,16,8,406
207,162,100,15,8,293
230,184,136,16,11,200
220,171,101,16,8,200
196,145,101,13,8,496
213,156,100,14,8,516
178,113,51,11,4,867
200,153,92,14,7,183
202,146,111,13,9,554
192,131,86,12,7,1205
200,147,112,13,9,195
206,152,91,14,7,201
222,167,128,14,10,149
227,169,116,15,9,102
213,152,116,13,9,52
237,195,139,17,11,124
200,132,97,12,8,238
205,144,92,13,7,265
220,177,151,15,12,487
206,154,102,14,8,97
219,170,125,15,10,209
216,169,105,15,8,132
212,161,96,15,8,256
201,131,86,12,7,538
226,184,104,17,8,373
218,170,125,15,10,276
225,180,136,16,11,306
187,125,65,12,5,280
210,147,102,13,8,93
211,146,92,13,7,207
211,160,113,14,9,109
205,155,74,15,6,426
199,137,101,12,8,141
213,149,123,13,10,203
201,138,101,12,8,197
216,170,116,15,9,99
214,157,101,14,8,147
176,112,76,10,6,311
198,133,88,12,7,403
228,191,128,17,10,181
190,126,91,11,7,121
195,138,85,13,7,612
200,148,101,13,8,181
191,133,79,12,6,525
220,162,128,14,10,162
208,155,112,14,9,218
221,163,135,14,11,261
243,211,138,19,11,40
209,154,102,14,8,84
209,159,97,15,8,401
196,137,109,12,9,294
194,126,98,11,8,332
213,152,91,14,7,95
216,156,128,13,10,267
210,159,125,14,10,86
190,135,100,12,8,560
182,128,74,12,6,497
213,142,115,12,9,153
219,168,116,15,9,773
211,158,114,14,9,726
215,165,110,15,9,272
207,149,113,13,9,326
207,152,91,14,7,333
208,165,101,15,8,121
185,125,74,12,6,233
226,173,126,15,10,325
228,184,139,16,11,62
226,173,117,15,9,80
209,154,111,14,9,684
229,184,138,16,11,141
212,157,110,14,9,147
185,108,65,10,5,643
201,150,95,14,8,349
211,163,102,15,8,228
204,144,87,13,7,143
215,171,110,16,9,1277
195,136,93,12,7,147
231,185,139,16,11,115
218,172,111,16,9,298
208,146,73,14,6,226
212,173,112,16,9,190
195,130,75,12,6,192
192,136,74,13,6,73
219,158,112,14,9,203
215,158,111,14,9,264
221,186,124,17,10,219
227,182,137,16,11,53
213,161,115,14,9,529
202,143,117,12,9,98
226,176,103,16,8,136
217,170,126,15,10,79
195,137,101,12,8,180
228,190,117,17,9,143
205,148,113,13,9,98
206,148,112,13,9,374
210,157,113,14,9,185
224,188,115,17,9,754
226,186,115,17,9,63
217,158,112,14,9,292
205,131,114,11,9,134
212,157,112,14,9,83
227,194,113,18,9,439
222,171,126,15,10,413
208,149,102,13,8,313
204,136,91,12,7,106
216,168,114,15,9,83
223,172,126,15,10,169
226,175,129,15,10,73
215,171,138,15,11,91
230,175,139,15,11,122
211,159,122,14,10,295
199,149,77,14,6,143
208,152,99,14,8,332
189,127,74,12,6,680
251,225,161,20,13,229
198,138,112,12,9,46
220,169,124,15,10,198
197,135,83,13,7,425
198,132,89,12,7,449
203,138,87,13,7,262
190,144,63,14,5,299
216,175,114,16,9,103
193,128,91,11,7,627
229,177,141,15,11,56
220,178,123,16,10,285
197,125,89,11,7,410
184,102,86,9,7,275
221,178,115,16,9,237
191,130,87,12,7,147
232,168,114,15,9,371
226,180,136,16,11,142
230,209,137,19,11,630
229,181,127,16,10,191
201,136,91,12,7,312
207,146,102,13,8,327
242,211,140,19,11,47
214,168,105,15,8,122
198,138,75,13,6,289
222,167,114,15,9,204
216,172,125,15,10,233
185,122,51,12,4,616
245,213,139,19,11,149
215,159,89,15,7,262
216,162,100,15,8,118
216,158,139,13,11,59
213,172,91,16,7,209
226,182,128,16,10,106
190,136,64,13,5,112
217,176,113,16,9,110
228,181,136,16,11,116
218,158,103,14,8,250
235,189,136,17,11,134
208,149,113,13,9,569
219,170,115,15,9,178
202,140,103,12,8,375
197,145,72,14,6,258
198,131,76,12,6,131
224,173,138,15,11,123
208,142,103,12,8,167
188,122,67,11,5,269
224,170,114,15,9,53
226,178,114,16,9,394
189,117,62,11,5,411
172,102,65,9,5,160
203,147,112,13,9,77
200,140,78,13,6,286
185,126,63,12,5,1766
211,152,95,14,8,367
207,160,89,15,7,217
215,175,111,16,9,380
201,154,100,14,8,256
183,128,72,12,6,333
192,133,99,12,8,383
186,122,75,11,6,687
216,161,117,14,9,83
209,147,102,13,8,111
219,165,111,15,9,222
202,153,79,14,6,78
214,163,98,15,8,599
219,179,115,16,9,219
216,165,100,15,8,231
204,147,65,14,5,213
226,172,100,16,8,206
206,146,102,13,8,270
214,168,87,16,7,217
216,165,113,15,9,145
199,141,113,12,9,246
202,149,111,13,9,586
189,141,88,13,7,685
218,156,102,14,8,146
215,159,104,14,8,226
222,174,100,16,8,197
229,185,113,17,9,199
200,143,90,13,7,281
200,135,89,12,7,267
189,110,74,10,6,106
231,181,126,16,10,220
187,125,83,12,7,435
220,168,98,16,8,282
203,144,109,13,9,213
207,155,101,14,8,213
198,141,86,13,7,307
222,176,113,16,9,948
228,188,152,16,12,59
218,169,125,15,10,166
195,149,77,14,6,122
203,149,74,14,6,615
230,193,130,17,10,103
194,132,114,11,9,174
218,169,115,15,9,134
218,170,98,16,8,231
217,177,99,17,8,235
188,118,63,11,5,127
213,153,100,14,8,212
238,201,140,18,11,81
193,132,77,12,6,415
226,184,112,17,9,1400
207,157,103,14,8,118
222,173,111,16,9,112
220,171,136,15,11,198
214,161,126,14,10,323
225,172,101,16,8,139
209,150,76,14,6,714
194,131,86,12,7,121
216,164,126,14,10,127
198,134,106,11,8,161
225,168,113,15,9,130
222,182,122,17,10,104
206,152,99,14,8,138
203,136,92,12,7,151
193,139,77,13,6,253
219,170,125,15,10,336
215,166,111,15,9,290
214,166,140,14,11,802
204,139,114,12,9,125
202,138,101,12,8,91
192,144,62,14,5,260
226,171,124,15,10,206
220,170,126,15,10,175
215,154,99,14,8,331
188,124,90,11,7,125
210,164,103,15,8,365
224,174,149,15,12,337
215,163,100,15,8,659
199,127,91,11,7,99
206,155,103,14,8,160
191,125,90,11,7,341
214,166,100,15,8,241
218,165,103,15,8,133
207,153,100,14,8,122
196,145,111,13,9,250
206,132,89,12,7,150
197,140,86,13,7,550
191,129,75,12,6,110
230,175,140,15,11,128
229,186,125,17,10,406
206,149,75,14,6,229
182,117,84,11,7,377
206,145,102,13,8,157
214,163,100,15,8,838
194,150,87,14,7,605
220,173,136,15,11,664
197,144,64,14,5,88
220,163,126,14,10,135
204,140,87,13,7,297
227,185,123,17,10,311
202,160,114,14,9,336
216,166,121,15,10,374
198,152,73,15,6,265
219,176,113,16,9,77
203,146,89,13,7,210
236,192,128,17,10,199
205,158,111,14,9,141
204,152,88,14,7,143
213,173,101,16,8,175
206,151,112,13,9,241
207,153,92,14,7,717
197,133,76,12,6,147
207,146,101,13,8,337
227,176,115,16,9,100
212,165,112,15,9,661
188,134,91,12,7,219
191,121,85,11,7,693
222,179,125,16,10,162
206,141,105,12,8,279
236,184,129,16,10,323
211,158,113,14,9,362
211,151,113,13,9,106
211,162,127,14,10,442
197,134,99,12,8,146
216,169,114,15,9,292
190,131,65,12,5,174
225,167,131,14,10,88
233,197,135,18,11,110
224,185,114,17,9,161
170,102,64,9,5,364
215,176,104,16,8,109
216,160,113,14,9,289
216,150,115,13,9,897
193,112,75,10,6,627
209,155,101,14,8,324
219,172,126,15,10,408
220,187,124,17,10,163
227,171,136,15,11,195
209,165,101,15,8,118
201,137,101,12,8,430
218,165,136,14,11,289
198,141,97,13,8,232
235,198,124,18,10,138
208,159,77,15,6,131
210,174,112,16,9,156
219,186,113,17,9,524
215,158,112,14,9,487
188,127,74,12,6,191
217,169,97,16,8,353
230,193,112,18,9,230
196,140,85,13,7,549
216,165,111,15,9,427
234,196,141,17,11,48
205,142,88,13,7,505
174,108,62,10,5,257
203,146,129,12,10,160
209,155,100,14,8,188
212,165,103,15,8,147
239,203,150,18,12,459
211,168,114,15,9,453
218,168,114,15,9,428
209,149,86,14,7,690
233,184,141,16,11,110
222,176,104,16,8,98
213,156,122,14,10,417
230,183,138,16,11,812
188,131,60,13,5,607
203,151,95,14,8,275
237,186,138,16,11,448
